"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,-3
-3,-3,-3,-3,-3,-3,-3,Inf
-3,-3,-3,-3,-3,-3,-3,Inf
-3,-3,-3,-3,-3,-3,-3,Inf
-3,-3,-3,-3,-3,-3,-3,Inf
-3,-3,-3,-3,-3,-3,-3,Inf
-3,-3,-3,-3,-3,-3,-3,Inf
-3,-3,-3,-3,-3,-3,-3,Inf
-4,-4,-4,-4,-4,-4,-4,Inf
-4,-4,-4,-4,-4,-4,-4,Inf
-4,-4,-4,-4,-4,-4,-4,Inf
-4,-4,-4,-4,-4,-4,-4,Inf
-4,-4,-4,-4,-4,-4,-4,Inf
-4,-4,-4,-4,-4,-4,-4,Inf
-4,-4,-4,-4,-4,-4,-4,Inf
-4,-4,-4,-4,-4,-4,-4,Inf
-4,-4,-4,-4,-4,-4,Inf,-4
-4,-4,-4,-4,-4,-4,Inf,-4
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-5,-5,-5,-5,-5,-5,Inf,-5
-4,-4,-4,-4,-4,-4,Inf,-4
-4,-4,-4,-4,-4,-4,Inf,-4
-4,-4,-4,-4,-4,-4,Inf,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,-4,Inf,-4,-4
-4,-4,-4,-4,Inf,-4,-4,-4
-4,-4,-4,-4,Inf,-4,-4,-4
-4,-4,-4,-4,Inf,-4,-4,-4
-4,-4,-4,-4,Inf,-4,-4,-4
-4,-4,-4,-4,Inf,-4,-4,-4
-4,-4,-4,-4,Inf,-4,-4,-4
-4,-4,-4,-4,Inf,-4,-4,-4
-5,-5,-5,-5,Inf,-5,-5,-5
-5,-5,-5,-5,Inf,-5,-5,-5
-5,-5,-5,-5,Inf,-5,-5,-5
-5,-5,-5,-5,Inf,-5,-5,-5
-5,-5,-5,-5,Inf,-5,-5,-5
-5,-5,-5,-5,Inf,-5,-5,-5
-5,-5,-5,-5,Inf,-5,-5,-5
-5,-5,-5,-5,Inf,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-5,-5,-5,Inf,-5,-5,-5,-5
-6,-6,-6,Inf,-6,-6,-6,-6
-6,-6,-6,Inf,-6,-6,-6,-6
-6,-6,-6,Inf,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,-6,Inf,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-6,Inf,-6,-6,-6,-6,-6,-6
-5,Inf,-5,-5,-5,-5,-5,-5
-5,Inf,-5,-5,-5,-5,-5,-5
-5,Inf,-5,-5,-5,-5,-5,-5
Inf,-5,-5,-5,-5,-5,-5,-5
Inf,-5,-5,-5,-5,-5,-5,-5
Inf,-5,-5,-5,-5,-5,-5,-5
Inf,-5,-5,-5,-5,-5,-5,-5
Inf,-5,-5,-5,-5,-5,-5,-5
Inf,-5,-5,-5,-5,-5,-5,-5
Inf,-5,-5,-5,-5.28,-5,-5,-5
Inf,-5,-5,-5,-5,-5.28,-5,-5
Inf,-5,-5.46,-5,-5,-5,-5,-5.17
Inf,-5,-5.49,-5,-5,-5,-5.11,-5.88
Inf,-5,-5,-5,-5,-5,-5,-6.01
Inf,-5.2,-5,-5,-5.03,-5.85,-5,-5
Inf,-4.28,-4,-4,-4,-4.69,-4.31,-4
Inf,-4,-4,-4.25,-4.77,-4.14,-4.08,-4.56
Inf,-4,-4,-4.69,-5.42,-4,-4,-4.75
-4.37,-4,-7.23,-4.06,-4,-4,-4.17,-4.2
-4.44,-4,-8.78,-4,-4,-4.14,-4.44,-4.03
-4,-4,-6.55,-4,-4,-4,-4.42,-4.17
-4.19,-4,-4.5,-4,-4,-4.09,-4,-4
-4.25,-4.3,-4.31,-4,-4,-4,-4,-4
-4,-4.25,-4.85,-4,-4,-4.11,-4,-4.03
-4,-4.11,-4.03,-4,-4.14,-4,-4,-4
-3.65,-3,-3.66,-3.03,-3,-3,-3.53,-3.06
-3,-4.39,-3.14,-3.11,-3,-3,-3.28,-3.39
-3.53,-3.39,-3.03,-3.06,-5.03,-4.17,-3.11,-3.09
-3.09,-3,-4.5,-3,-6.47,-7.54,-3.22,-3.06
-3.11,-3,-7.58,-3,-3.44,-7,-3.66,-3.06
-5.44,-4.53,-3.3,-3,-3.41,-3.79,-4.51,-5.43
-3.09,-3.17,-3,-3.2,-4.88,-3,-5.1,-8.75
-3,-3.31,-3.06,-3.28,-4.35,-3,-5.17,-8.81
-3,-4.57,-3.03,-3.34,-3,-7.58,-8.27,-4.89
-3.73,-5.81,-3.64,-3,-3.31,-9.69,-7.5,-4.17
-5.39,-9.23,-5.62,-3,-3,-7.73,-7.65,-5.54
-3.47,-6.45,-5.76,-3,-3.03,-6.23,-7.09,-11.11
-5.41,-3.28,-3.17,-4.31,-3.39,-4.71,-7.73,-8.83
-8.23,-3.74,-3.17,-5.68,-3.77,-3.22,-5.92,-3.9
-8.94,-5.49,-4.64,-5.84,-7.08,-4.29,-5.61,-3.03
-7.57,-7.78,-4.88,-3.14,-4.98,-3.72,-3,-3
-3.22,-7.81,-4.18,-3.2,-4.13,-3.49,-3.06,-6.01
-3.12,-9.94,-5.15,-3,-3.8,-6.33,-4.9,-7.37
-3.36,-11.18,-7.22,-3.69,-6.28,-6.87,-6.26,-5.81
-5,-8.95,-9.22,-3,-6.28,-5.82,-6.07,-3.34
-8.44,-3.93,-7.68,-3.5,-7.73,-3.17,-6.93,-6.17
-9.91,-3,-6.39,-3.75,-9.76,-3.17,-8.95,-7.14
-5.12,-3,-3.22,-6.67,-6.66,-3.5,-6.47,-4.64
-3,-4.55,-5.64,-3.2,-4.45,-3,-5.15,-7.7
-3,-6.28,-3.03,-3.85,-5.19,-3,-5.55,-6.91
-3,-6.08,-4.67,-6.79,-4.19,-3.88,-5.81,-8.54
-3.2,-3,-4.88,-3,-3.36,-6.41,-5.81,-10.55
-3.75,-3.75,-4.53,-3,-3.33,-4.57,-3.82,-10.25
-4.29,-3,-4.94,-3.63,-7.22,-3,-4.04,-3.85
-7.22,-3.06,-4.72,-8.81,-7.4,-5.17,-3.39,-3.85
-10.5,-3.61,-4.55,-9.36,-9.71,-4.53,-3.03,-3
-10.81,-3.96,-7.48,-7.26,-11.03,-7.27,-5.08,-4.04
-11.85,-3.03,-7.19,-9.89,-11.49,-6.02,-9.13,-7.39
-10.08,-3.69,-5.89,-9.32,-12.42,-6.96,-10.79,-9.86
-5.45,-6.46,-9.54,-6.86,-5.52,-11.27,-10.69,-11.49
-3.72,-9.41,-6.62,-8.55,-3.03,-13.19,-10.62,-6.11
-4.99,-13.77,-3.5,-8.25,-3,-10.98,-11.96,-3.86
-3.47,-17.24,-7.03,-5.41,-3,-8.16,-11.03,-5.59
-16.93,-10.33,-6.41,-5.3,-7.86,-6.06,-5.94,-8.74
-14.32,-12.87,-7.49,-9.44,-8.23,-4.42,-7.12,-4.37
-15.45,-9.13,-4.85,-10.68,-9.59,-2.93,-7.61,-5.29
-16.11,-5.46,-2.56,-10.86,-6.89,-7.09,-8.16,-7.71
-11.87,-3.33,-5.42,-6.48,-2.13,-5.12,-8.58,-8.38
-9.53,-6.06,-7.41,-3.51,-3.64,-1.76,-8.3,-7.09
-6.61,-7.02,-10.07,-9.08,-6.84,-1.93,-9.93,-2.58
-2.47,-6.54,-8.18,-9.37,-5.82,-2.31,-13.89,-2
-5.45,-9.04,-7.6,-9.27,-6.74,-1.45,-13.83,-5.84
-0.24,-11.48,-7.16,-5.24,-5.18,-2.96,-14,-6.04
0,-9.82,-8.32,-3.93,-0.96,-6.04,-13.07,-4.94
-1.57,-10.79,-12.11,-4.04,-4.71,-10.7,-8.68,-7.77
-4.22,-14.41,-13.91,-5.66,-11.72,-7.85,-5.15,-7.62
-3.38,-12.78,-14.62,-9.94,-14.63,-3.25,-3.47,-7.87
-0.93,-7.67,-10.08,-11.8,-12.46,-2.86,-6.06,-7.84
-5.77,-4.15,-11.96,-11.32,-0.33,-6.95,-3.42,-15.47
-5.31,-1.26,-11.16,-12.07,0,-3.71,-0.72,-9.42
-1.32,0.94,-6.42,-11.59,1,0.88,-3.34,-2.43
0.25,0.83,-5.38,-7.99,1,-0.28,-2.23,-3.8
-2.31,0.47,-10.66,-5.42,1,-4.21,-3.04,-7.29
-2.99,-2.19,-8.6,-3.53,-1.17,-6.43,-6.59,-8.91
-4.46,-3.63,-5.02,-2.54,-4.13,-8,-7.78,-5.71
-6.09,-1.46,0.07,-4.38,-6.14,-7.01,-1.63,-5.92
-7.22,-1.72,0.41,-5.68,-6.41,-6.2,-2.49,-13.53
-12.48,1.68,-0.99,-7.31,-6.42,-1.13,-4.43,-14.84
-13.38,-0.79,-1.03,-6.64,-6.7,-1.23,-5.18,-12.65
-11.02,-4.16,-2.99,0.93,-8.75,-3.61,-4.43,-7.91
-7.91,-0.57,-0.47,3.05,-6.46,-3.57,-1.99,-3.56
-4.11,2.89,-4.1,-1.98,-5.29,-6.2,-2.71,-4.9
-4.01,3.25,-5.66,-4.03,-7.2,-5.95,-5.17,-5.89
0.76,-7.89,-0.81,-12.74,-5.02,-6.58,-5.88,-3.65
0,-6.38,2.42,-12.05,-1.3,-1.85,-2.75,-0.09
3.88,-1.72,2.17,-1.85,0.58,2.77,-2.06,0.9
6,-0.32,4.96,3.87,-0.82,6,0.03,1.94
6,0.21,6,6,0.16,6,0.75,-4.71
6,2.24,3.91,5.34,-1.67,6,-5.74,-7.74
3.61,-0.52,2.48,5.04,0.95,5.97,-9.71,-8.41
1.93,-1.47,-3.53,3.19,-1.71,5,-10.32,-11.55
-0.25,-2.13,-2.56,-0.72,-0.46,3.93,-6.33,-7.99
0.56,0.17,1.1,-2.31,1.8,1.27,-3.66,-7.56
-0.62,1.96,2.51,-3.27,3.71,1.02,-0.08,-2.98
-3.26,3.2,2.21,-3.45,1.4,-2.96,0.89,-0.69
-10.52,4.64,-0.17,-2.48,1.3,-8.65,1.25,-1.42
-14.94,4.67,1.34,0.72,3.2,-6.72,3.02,1.1
-20.17,0,4.59,-0.86,3.34,-5.69,4.83,0.51
-0.42,0.74,-4.84,0.91,-8.93,5,-0.49,2.77
-1.69,-1.11,-5.22,1,-16.75,4.69,-1.27,3.45
-7.96,-3.79,-4.56,0.48,-19.35,3.67,-4.4,-1.51
-9.21,-4.13,-0.46,-0.48,-17.49,0.22,-6.83,-3.89
-5.47,-4.9,0.98,-0.94,-15.83,-4.12,-9.96,-7.2
-3.23,-3.18,0.47,-0.48,-6.4,-5.41,-7.73,-3.95
-4.56,-3.5,-4.52,-1.43,1.35,-4.37,-10.16,-1.44
-6.84,-4.42,-6.8,-6.15,3.04,-6.44,-8.24,-0.57
-6.77,-2.94,-6.89,-6.77,3.26,-8.91,1.17,-3.33
-3.08,-2.58,-6.68,-3.01,1.25,-7.82,2.36,-6.89
0.59,-7.03,-9.21,-2.79,-1.57,-10.65,-0.83,-1.1
-1.01,-10.09,-7.68,-2.99,-7.34,-7.21,0.01,2.07
-1.57,-10.08,-4.82,0.73,-3.56,1.64,1.59,4.12
-3.04,-6.07,-6.14,3.01,-4.11,4.53,-2.81,3.66
-2.23,-6.79,-4.33,3.79,-0.13,2.94,-3.11,5
-3.9,0.66,2.59,-1.76,1.45,-1.96,5,-11.38
0.09,2.65,5,-2.45,-0.94,-4.28,4.89,-6.94
0.26,3.08,2.3,-1.06,4.69,-5.16,4.25,-1.06
-2.37,2.94,-1.62,3.72,6,-4.24,-1.8,2.05
-1.28,4.95,-1.91,5.61,6,-3.16,-1.56,4.64
-1.4,-0.07,-2.04,1.56,6,-7.28,-3.44,0.35
-2.86,0.16,-2.29,-1.86,6,-10.36,-9.78,5.48
-6.63,0.5,-3.25,-2.08,4.53,-8.32,-8.55,1.14
-5.38,0.84,-4.32,0.28,1.88,-5.05,-5.5,0.75
-1.56,3.55,-1.78,2.51,-0.6,-3.84,-8.81,5
1.95,0.07,-1.42,1.54,-0.06,-1.62,-17.74,0.27
4.64,-2.72,-0.98,3.41,0.04,-3.75,-18.28,-11.73
